Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Google Shopping / MPN,Google Shopping / Age Group,Google Shopping / Gender,Google Shopping / Google Product Category,SEO Title,SEO Description,Google Shopping / AdWords Grouping,Google Shopping / AdWords Labels,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code
d-2,Полирпаст - d - сухой блеск,"<p>Паста используется для окончательного полирования и шлифования поверхности пломб выполненных из материалов химического и светового отверждения. В составе содержится мелкодисперсный алмазный порошок, благодаря которому проводится окончательная полировка пломбы.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr style=""height: 36px;"">
<td style=""height: 36px;"">
<p><strong>Артикул</strong></p>
</td>
<td style=""height: 36px;"">
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr style=""height: 36.5px;"">
<td style=""height: 36.5px;"">
<p>упаковка</p>
</td>
<td style=""height: 36.5px;"">
<p>2 шприца по 3 мл паст</p>
</td>
</tr>
</tbody>
</table>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!wgMygAwT!7sYnv0qCr2bcqOIIKNthcOIKoxhe0iJ6lp_cBSCVx4A"" target=""_blank"">Сертификаты</a></p>
<p><a href=""https://mega.nz/#!VgdikBZC!CRx35hcIFAtd94eNRxENTKmn-WuVpFx0sab5GY-x7Kk"" target=""_blank"">Инструкция по применению Полирпаст - d - сухой блеск</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/d-1"" target=""_blank"">Полирпаст - d - финиш</a></p>
<p><a href=""https://poterpite.ru/products/opti1step"" target=""_blank"">Полиры opti1step</a></p>",Омега-Дент,Полировочные средства,"dentist, Omega-Dent, omiegha-dient, polirovochnyie-sriedstva",true,Title,Default Title,,,,,"",0,shopify,10,continue,manual,599.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Polirpast-d-suhoi-blesk.jpeg?v=1474290877,1,,false,,,,,,,,,,,,,,,,,kg,
d-1,Полирпаст - d - финиш,"<p>Паста используется для полирования и шлифования поверхности пломб выполненных из материалов химического и светового отверждения. В составе содержится мелкодисперсный алмазный порошок, благодаря которому проводится окончательная полировка пломбы.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p>упаковка</p>
</td>
<td>
<p>2 шприца по 3 мл паст</p>
</td>
</tr>
</tbody>
</table>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!o0ETCJBS!qZMacd9I2K0q7orAnz2QYoOEPWC5eOlJy1jHETkE8bI"" target=""_blank"">Сертификаты</a></p>
<p><a href=""https://mega.nz/#!Al03lCaZ!Dd9FmiDVANNBGUJT59TDJDIxA8q-kzEiFPbwoMH5Ch0"" target=""_blank"">Инструкция по применению Полирпаст - d - финиш</a></p>
<h2>Вас может так же заинтресовать</h2>
<p><a href=""https://poterpite.ru/products/identoflex-gold-amalgam-precious-metal-alloys"" target=""_blank"">Набор полиров для сплавов identoflex gold / amalgam / precious metal alloys</a></p>
<p><a href=""https://poterpite.ru/products/gc-epitex-starter-kit-1"" target=""_blank"">Полоски для финирования и полирования gc epitex starter kit</a></p>",Омега-Дент,Полировочные средства,"dentist, Omega-Dent, omiegha-dient, polirovochnyie-sriedstva",true,Title,Default Title,,,,,"",0,shopify,10,continue,manual,599.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Polirpast-d-finish.jpg?v=1474289615,1,,false,,,,,,,,,,,,,,,,,kg,
d,ПолирПаст - D - Предварительная,"<p>Паста используется для полирования и шлифования поверхности пломб выполненных из материалов химического и светового отверждения. В составе содержится мелкодисперсный алмазный порошок, благодаря которому полировка проходит успешно.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p>упаковка</p>
</td>
<td>
<p>2 шприца по 3 мл пасты</p>
</td>
</tr>
</tbody>
</table>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!Jk8UAI6Q!6w4pvDZR8cJwYFwBz1xrLQamKTd8dnjYLbIVT0hw5gI"" target=""_blank"">Сертификаты</a></p>
<p><a href=""https://mega.nz/#!5xMBxIqL!ahie9ZravTdM6TUrVP3lj6HPfmjywlC9AGVa2Ur1cRg"" target=""_blank"">Инструкция по применению ПолирПаст - D - Предварительная</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/occlubrush-assortment"" target=""_blank"">Набор щеточек occlubrush assortment</a></p>
<p><a href=""https://poterpite.ru/products/pogo"" target=""_blank"">Полировочная система pogo</a></p>",Омега-Дент,Полировочные средства,"dentist, Omega-Dent, omiegha-dient, polirovochnyie-sriedstva",true,Title,Default Title,,,,,"",0,shopify,10,continue,manual,599.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/PolirPast-D-Predvaritelnaia.jpg?v=1474289265,1,,false,,,,,,,,,,,,,,,,,kg,
new-metal-strips,Металлические полоски для финирования new metal strips,"<p>Полоски отличаются минимальной толщиной и гибкостью. Так же обладают высокой прочностью. Подразделяются на 4 вида абразивности.  Для удобства использования отличаются по цвету.</p>
<p>Подходят для полировки любых поверхностей. Легко чистятся и стерилизуются.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>0940284.R</strong></p>
</td>
<td>
<p>(000251) металлические полоски для апроксимального финирования и полирования пломбировочных материалов<br> №200 (красные) (12 шт)</p>
</td>
</tr>
<tr>
<td>
<p><strong>0940284.В</strong></p>
</td>
<td>
<p>(000255) металлические полоски для апроксимального финировани я и полирования пломбировочных материалов<br> №300 (голубые) (12 шт)</p>
</td>
</tr>
<tr>
<td>
<p><strong>0940284.G</strong></p>
</td>
<td>
<p>(000259) металлические полоски для апроксимального финировани я и полирования пломбировочных материалов<br> №600 (зеленые) (12 шт)</p>
</td>
</tr>
<tr>
<td>
<p><strong>0940284.Y</strong></p>
</td>
<td>
<p>(000263) металлические полоски для апроксимального финировани я и полирования пломбировочных материалов<br> №1000 (желтые) (12 шт)</p>
</td>
</tr>
<tr>
<td>
<p><strong>0940284.ass</strong></p>
</td>
<td>
<p>(000267) металлические полоски для апроксимального финировани я и полирования пломбировочных материалов<br> ассортимент (12 шт)</p>
</td>
</tr>
</tbody>
</table>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!pgdm3ZQI!hhZNAwLzL6lZ4oq7VRLmVhI4Vcwr2xywOUcVm1K6nAU"" target=""_blank"">Инструкция по применению new metal strips</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/sof-lex"" target=""_blank"">Диски sof-Lex</a></p>
<p><a href=""https://poterpite.ru/products/occlubrush-assortment"" target=""_blank"">Набор щеточек occlubrush assortment</a></p>",GC,Полировочные средства,"dentist, gc, polirovochnyie-sriedstva, smennye-nasadki-0940284-000255-300-12, smennye-nasadki-0940284-ass-000267-12, smennye-nasadki-0940284-g-000259-600-12, smennye-nasadki-0940284-r-000251-200-12, smennye-nasadki-0940284-y-000263-1000-12, tip-0940284-000255-300-12, tip-0940284-ass-000267-12, tip-0940284-g-000259-600-12, tip-0940284-r-000251-200-12, tip-0940284-y-000263-1000-12, under-10000",true,Артикул,0940284.R  -(000251) металлические полоски для апроксимального финирования и полирования пломбировочных материалов №200 (красные) (12 шт),,,,,0940284.R,0,shopify,10,continue,manual,7599.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Metallicheskie-poloski-dlia-finirovaniia-new-metal-strips.jpg?v=1474286395,1,,false,,,,,,,,,,,,,,,,,kg,
new-metal-strips,,,,,,,,0940284.В - (000255) металлические полоски для апроксимального финировани я и полирования пломбировочных материалов №300 (голубые) (12 шт),,,,,0940284.В,0,shopify,10,continue,manual,7599.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
new-metal-strips,,,,,,,,0940284.G - (000259) металлические полоски для апроксимального финировани я и полирования пломбировочных материалов №600 (зеленые) (12 шт),,,,,0940284.G,0,shopify,10,continue,manual,7599.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
new-metal-strips,,,,,,,,0940284.Y - (000263) металлические полоски для апроксимального финировани я и полирования пломбировочных материалов №1000 (желтые) (12 шт),,,,,0940284.Y,0,shopify,10,continue,manual,7599.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
new-metal-strips,,,,,,,,0940284.ass - (000267) металлические полоски для апроксимального финировани я и полирования пломбировочных материалов ассортимент (12 шт),,,,,0940284.ass,0,shopify,10,continue,manual,7599.00,,true,true,"",,,,,,,,,,,,,,,,,,,,,kg,
gc-epitex-starter-kit-1,Полоски для финирования и полирования gc epitex starter kit,"<p>Полоски отличаются минимальной толщиной и гибкостью. Так же обладают высокой прочностью на разрыв. Подразделяются на 4 вида абразивности.  Каждая полоска в удобном диспенсоре, что облегчает использование.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>410040</strong></p>
</td>
<td>
<p>(000404) Полимерные полоски для финирования и полирования.<br> Набор: настольный диспенсер, 5 картриджей</p>
</td>
</tr>
</tbody>
</table>
<h2>Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/6RkXc_FpEgs"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!p5d3hCLA!mQGYTJCRstFjMWkj6uY3n7wm7l-aIfV-6hHiCDs8g_4"" target=""_blank"">Инструкция по применению полосок gc epitex starter kit</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/aaba-dental-universal"" target=""_blank"">Полиры для амальгамы aaba - dental universal</a></p>
<p><a href=""https://poterpite.ru/products/sof-lex"" target=""_blank"">Диски sof-Lex</a></p>",GC,Полировочные средства,"dentist, gc, polirovochnyie-sriedstva",true,Title,Default Title,,,,,'410040,0,shopify,10,continue,manual,13399.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Poloski-gc-epitex-starter-kit.jpg?v=1474285701,1,,false,,,,,,,,,,,,,,,,,kg,
gc-epitex,Полоски для финирования и полирования gc epitex,"<p>Полоски отличаются минимальной толщиной и гибкостью. Так же обладают высокой прочностью на разрыв. Подразделяются на 4 вида абразивности.  Каждая полоска в удобном диспенсоре, что облегчает использование.</p>
<p>Подробнее с свойствами и показаниями можно ознакомиться в инструкции.</p>
<h2>Комплектация</h2>
<table>
<tbody>
<tr>
<td>
<p><strong>Артикул</strong></p>
</td>
<td>
<p><strong>Комплектация</strong></p>
</td>
</tr>
<tr>
<td>
<p><strong>410041</strong></p>
</td>
<td>
<p>(000405) Coarse (грубая)<br> – для начальной обработки, синяя (10 м)</p>
</td>
</tr>
<tr>
<td>
<p><strong>410042</strong></p>
</td>
<td>
<p>(000407) Medium (средняя)<br> – для конечной обработки, зеленая (10 м)</p>
</td>
</tr>
<tr>
<td>
<p><strong>410043</strong></p>
</td>
<td>
<p>(000406) Fine (мелкозернистая)<br> – для финирования, серая, (10 м)</p>
</td>
</tr>
<tr>
<td>
<p><strong>410044</strong></p>
</td>
<td>
<p>(000408) X-Fine (сверхмелкозернистая)<br> – для полирования, розовая (10 м)</p>
</td>
</tr>
</tbody>
</table>
<h2>Видео</h2>
<p><iframe width=""854"" height=""480"" src=""https://www.youtube.com/embed/6RkXc_FpEgs"" frameborder=""0"" allowfullscreen=""""></iframe></p>
<h2>Документы</h2>
<p><a href=""https://mega.nz/#!p5d3hCLA!mQGYTJCRstFjMWkj6uY3n7wm7l-aIfV-6hHiCDs8g_4"" target=""_blank"">Инструкция по применению полосок для финирования и полирования gc epitex</a></p>
<h2>Вас может так же заинтересовать</h2>
<p><a href=""https://poterpite.ru/products/identoflex-gold-amalgam-precious-metal-alloys"" target=""_blank"">Набор полиров для сплавов identoflex gold / amalgam / precious metal alloys</a></p>
<p><a href=""https://poterpite.ru/products/enhance"" target=""_blank"">Набор финишная и полировочная система enhance</a></p>",GC,Полировочные средства,"dentist, gc, polirovochnyie-sriedstva, smennye-nasadki-410041-000405-coarse-10, smennye-nasadki-410042-000407-medium-10, smennye-nasadki-410043-000406-fine-10, smennye-nasadki-410044-000408-x-fine-10, tip-410041-000405-coarse-10, tip-410042-000407-medium-10, tip-410043-000406-fine-10, tip-410044-000408-x-fine-10",true,Артикул,"410041 - (000405) Coarse (грубая) – для начальной обработки, синяя (10 м)",,,,,'410041,0,shopify,10,continue,manual,2799.00,,true,true,"",https://cdn.shopify.com/s/files/1/1339/0281/products/Poloski-dlia-finirovaniia-polirovaniia-c-epitex.jpg?v=1474281054,1,,false,,,,,,,,,,,,,,,,,kg,
